2017 01 02,Tallink Grupp (ISIN EE3100004466),1205,"1.094,14 €","1,08 €","1.060,63 €"
2017 04 19,JSC Grindeks (ISIN LV0000100659),130,"677,30 €","1,69 €","601,84 €"
2017 04 19,JSC Grindeks (ISIN LV0000100659),130,"677,30 €","1,70 €","601,84 €"
2017 04 19,Silvano Fashion Group (ISIN EE3100001751),150,"430,50 €","2,00 €","435,85 €"
2017 04 24,JSC Valmieras stikla skiedra (ISIN LV0000100485),281,"902,01 €","2,26 €","877,74 €"
2017 04 24,JSC Valmieras stikla skiedra (ISIN LV0000100485),150,"481,50 €","1,20 €","471,64 €"
2017 04 24,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",1300,"1.885,00 €","3,80 €","1.522,53 €"
2017 04 24,JSC Grindeks (ISIN LV0000100659),130,"691,60 €","1,73 €","600,42 €"
2017 04 24,JSC Grindeks (ISIN LV0000100659),100,"539,00 €","2,00 €","461,15 €"
2017 04 24,JSC Valmieras stikla skiedra (ISIN LV0000100485),350,"1.123,50 €","2,81 €","1.097,69 €"
2017 04 24,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",150,"217,50 €","0,00 €","163,94 €"
2017 04 24,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",150,"217,50 €","2,00 €","163,94 €"
2017 04 24,JSC SAF Tehnika (ISIN LV0000101129),175,"703,50 €","2,00 €","675,23 €"
2017 04 24,JSC Valmieras stikla skiedra (ISIN LV0000100485),45,"144,45 €","0,36 €","141,20 €"
2017 04 24,JSC Grindeks (ISIN LV0000100659),800,"4.312,00 €","10,13 €","3.686,19 €"
2017 04 25,Silvano Fashion Group (ISIN EE3100001751),100,"285,00 €","0,71 €","274,00 €"
2017 04 25,Silvano Fashion Group (ISIN EE3100001751),150,"427,50 €","2,00 €","411,00 €"
2017 04 25,Silvano Fashion Group (ISIN EE3100001751),150,"427,50 €","0,14 €","411,00 €"
2017 04 25,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",250,"362,50 €","0,91 €","300,40 €"
2017 04 25,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",150,"217,50 €","0,54 €","180,24 €"
2017 04 26,JSC SAF Tehnika (ISIN LV0000101129),748,"3.006,96 €","7,28 €","2.873,39 €"
2017 04 26,JSC Valmieras stikla skiedra (ISIN LV0000100485),50,"168,50 €","0,42 €","155,39 €"
2017 04 26,JSC Valmieras stikla skiedra (ISIN LV0000100485),500,"1.685,00 €","4,21 €","1.553,87 €"
2017 04 26,JSC Valmieras stikla skiedra (ISIN LV0000100485),250,"837,50 €","2,09 €","779,07 €"
2017 04 26,JSC Valmieras stikla skiedra (ISIN LV0000100485),327,"1.111,80 €","2,78 €","1.020,22 €"
2017 04 26,JSC Valmieras stikla skiedra (ISIN LV0000100485),150,"502,50 €","1,26 €","470,31 €"
2017 04 26,JSC Valmieras stikla skiedra (ISIN LV0000100485),750,"2.512,50 €","6,28 €","2.353,83 €"
2017 04 27,JSC SAF Tehnika (ISIN LV0000101129),800,"3.216,00 €","7,55 €","3.143,48 €"
2017 04 27,JSC SAF Tehnika (ISIN LV0000101129),50,"201,00 €","0,00 €","196,67 €"
2017 04 27,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",500,"765,00 €","2,00 €","617,49 €"
2017 04 27,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",618,"945,54 €","2,28 €","768,23 €"
2017 04 27,JSC SAF Tehnika (ISIN LV0000101129),50,"201,00 €","0,50 €","196,49 €"
2017 04 27,JSC SAF Tehnika (ISIN LV0000101129),100,"402,00 €","2,00 €","388,15 €"
2017 04 28,JSC Grindeks (ISIN LV0000100659),10,"59,50 €","2,00 €","57,44 €"
2017 04 28,JSC Grindeks (ISIN LV0000100659),40,"238,00 €","0,00 €","229,77 €"
2017 05 02,JSC Grindeks (ISIN LV0000100659),100,"595,00 €","1,49 €","568,42 €"
2017 05 02,JSC Grindeks (ISIN LV0000100659),50,"297,50 €","0,74 €","284,21 €"
2017 05 02,JSC Valmieras stikla skiedra (ISIN LV0000100485),110,"368,50 €","2,00 €","341,85 €"
2017 05 02,JSC Grindeks (ISIN LV0000100659),100,"595,00 €","0,23 €","574,43 €"
2017 05 08,JSC Valmieras stikla skiedra (ISIN LV0000100485),110,"368,50 €","0,92 €","337,44 €"
2017 05 08,JSC Valmieras stikla skiedra (ISIN LV0000100485),623,"2.055,90 €","5,14 €","1.941,94 €"
2017 05 08,JSC Valmieras stikla skiedra (ISIN LV0000100485),150,"495,00 €","0,06 €","466,17 €"
2017 05 08,JSC Valmieras stikla skiedra (ISIN LV0000100485),100,"330,00 €","2,00 €","310,78 €"
2017 05 08,JSC Valmieras stikla skiedra (ISIN LV0000100485),880,"2.948,00 €","6,29 €","2.715,41 €"
2017 05 10,"AB ,,Pieno žvaigždės"" PVA (ISIN LT0000111676)",1200,"1.740,00 €","3,44 €","1.348,86 €"
2017 05 10,"AB ,,Pieno žvaigždės"" PVA (ISIN LT0000111676)",300,"435,00 €","2,00 €","429,40 €"
2017 05 18,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",1000,"867,00 €","1,07 €","856,16 €"
2017 05 18,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",417,"361,54 €","2,00 €","361,61 €"
2017 05 18,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",1000,"867,00 €","2,17 €","849,30 €"
2017 05 19,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",10,"8,67 €","0,02 €","8,58 €"
2017 05 19,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",990,"858,33 €","2,14 €","843,66 €"
2017 05 19,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",482,"417,89 €","1,05 €","410,72 €"
2017 05 19,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",500,"433,50 €","1,08 €","426,06 €"
2017 05 19,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",18,"15,61 €","0,04 €","15,34 €"
2017 05 19,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",70,"43,75 €","0,11 €","46,11 €"
2017 05 19,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",400,"250,00 €","2,00 €","263,46 €"
2017 05 19,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",1000,"625,00 €","0,19 €","658,65 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",30,"32,40 €","0,00 €","33,00 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",120,"129,60 €","0,00 €","132,00 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",150,"162,00 €","0,41 €","165,41 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",100,"108,00 €","0,27 €","110,28 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",50,"54,00 €","0,13 €","55,14 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",50,"54,00 €","0,14 €","55,14 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",150,"162,00 €","0,40 €","165,41 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",2850,"3.078,00 €","7,70 €","3.142,70 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",70,"75,60 €","0,18 €","76,60 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",100,"108,00 €","0,27 €","108,00 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",80,"86,40 €","0,22 €","86,40 €"
2017 05 22,JSC Latvijas Gaze (ISIN LV0000100899),50,"460,00 €","1,15 €","444,18 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",200,"216,00 €","2,00 €","222,00 €"
2017 05 22,JSC Latvijas Gaze (ISIN LV0000100899),350,"3.220,00 €","8,05 €","3.108,98 €"
2017 05 22,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",80,"69,36 €","0,18 €","69,21 €"
2017 05 22,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",200,"173,00 €","0,43 €","173,03 €"
2017 05 22,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",500,"432,50 €","1,09 €","432,58 €"
2017 05 22,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",1300,"1.124,50 €","2,81 €","1.119,80 €"
2017 05 22,",,Energijos skirstymo operatorius"", AB PVA (ISIN LT0000130023)",1000,"865,00 €","2,16 €","853,17 €"
2017 05 22,"AB ,,Grigeo Grigiškės"" PVA (ISIN LT0000102030)",1850,"1.998,00 €","3,94 €","2.039,06 €"
2017 05 23,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",180,"112,50 €","0,28 €","120,33 €"
2017 05 23,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",53,"67,84 €","2,00 €","67,10 €"
2017 05 23,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",165,"211,20 €","0,00 €","208,90 €"
2017 05 23,JSC Olainfarm (ISIN LV0000100501),50,"505,00 €","2,00 €","501,25 €"
2017 05 24,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",300,"384,00 €","0,00 €","378,68 €"
2017 05 25,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",437,"273,13 €","0,68 €","294,92 €"
2017 05 25,JSC Olainfarm (ISIN LV0000100501),350,"3.535,00 €","8,83 €","3.508,75 €"
2017 05 25,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",500,"640,00 €","1,26 €","631,29 €"
2017 05 25,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",244,"312,32 €","0,78 €","308,14 €"
2017 05 25,JSC Olainfarm (ISIN LV0000100501),50,"505,00 €","0,53 €","501,25 €"
2017 05 26,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",370,"473,60 €","1,19 €","462,36 €"
2017 05 26,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",500,"640,00 €","1,60 €","621,32 €"
2017 05 26,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",130,"166,40 €","0,41 €","164,18 €"
2017 05 30,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",238,"304,64 €","0,76 €","295,86 €"
2017 05 30,"AB ""Amber Grid"" PVA (ISIN LT0000128696)",500,"640,00 €","1,60 €","621,55 €"
2017 05 31,JSC Grindeks (ISIN LV0000100659),150,"898,50 €","2,25 €","884,89 €"
2017 05 31,JSC Grindeks (ISIN LV0000100659),850,"5.091,50 €","12,73 €","4.992,45 €"
2017 06 01,JSC Grindeks (ISIN LV0000100659),500,"3.375,00 €","8,44 €","2.855,32 €"
2017 06 01,JSC Grindeks (ISIN LV0000100659),50,"330,00 €","0,82 €","292,62 €"
2017 06 01,JSC Grindeks (ISIN LV0000100659),50,"337,50 €","0,84 €","283,71 €"
2017 06 01,JSC Grindeks (ISIN LV0000100659),250,"1.650,00 €","4,13 €","1.466,15 €"
2017 06 02,JSC Grindeks (ISIN LV0000100659),245,"1.617,00 €","4,04 €","1.390,17 €"
2017 06 02,JSC Grindeks (ISIN LV0000100659),300,"1.977,00 €","4,95 €","1.709,42 €"
2017 06 02,JSC Grindeks (ISIN LV0000100659),50,"329,50 €","0,82 €","290,23 €"
2017 06 02,JSC Grindeks (ISIN LV0000100659),26,"171,34 €","0,43 €","150,92 €"
2017 06 02,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",500,"312,50 €","0,78 €","336,67 €"
2017 06 02,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",345,"215,63 €","0,54 €","232,06 €"
2017 06 05,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",68,"42,50 €","0,11 €","45,74 €"
2017 06 06,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",327,"503,58 €","1,26 €","508,12 €"
2017 06 06,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",102,"157,08 €","0,39 €","158,50 €"
2017 06 06,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",96,"147,84 €","0,37 €","149,17 €"
2017 06 06,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",404,"622,16 €","1,56 €","627,77 €"
2017 06 06,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",60,"92,40 €","2,00 €","93,23 €"
2017 06 06,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",511,"786,94 €","0,20 €","794,03 €"
2017 06 13,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"462,00 €","0,31 €","445,89 €"
2017 06 13,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",350,"161,70 €","0,00 €","156,06 €"
2017 06 13,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",2000,"920,00 €","2,30 €","892,89 €"
2017 06 13,JSC Latvijas Gaze (ISIN LV0000100899),400,"3.800,00 €","9,50 €","3.550,38 €"
2017 06 13,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",50,"31,50 €","0,07 €","33,38 €"
2017 06 13,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",1393,"877,59 €","0,21 €","930,23 €"
2017 06 13,",,Lietuvos energijos gamyba"", AB PVA (ISIN LT0000128571)",7,"4,41 €","2,00 €","4,70 €"
2017 06 13,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",650,"300,30 €","2,00 €","289,83 €"
2017 06 13,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",50,"77,00 €","0,20 €","77,69 €"
2017 06 13,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",2450,"3.773,00 €","9,43 €","3.807,00 €"
2017 06 14,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",545,"251,79 €","0,63 €","243,02 €"
2017 06 14,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",455,"210,21 €","0,53 €","202,88 €"
2017 06 14,JSC Latvijas Gaze (ISIN LV0000100899),45,"427,05 €","2,00 €","400,35 €"
2017 06 14,JSC Latvijas Gaze (ISIN LV0000100899),155,"1.470,95 €","3,67 €","1.378,05 €"
2017 06 14,JSC Latvijas Gaze (ISIN LV0000100899),45,"427,05 €","0,14 €","400,17 €"
2017 06 15,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",300,"477,00 €","1,19 €","466,16 €"
2017 06 15,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",2000,"936,00 €","2,34 €","942,49 €"
2017 06 15,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",650,"1.033,50 €","2,58 €","1.010,02 €"
2017 06 15,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",300,"477,00 €","2,00 €","466,16 €"
2017 06 15,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",300,"477,00 €","0,39 €","466,16 €"
2017 06 15,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"468,00 €","1,17 €","470,86 €"
2017 06 15,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"468,00 €","1,17 €","472,38 €"
2017 06 16,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",50,"79,50 €","2,00 €","74,89 €"
2017 06 19,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",50,"79,50 €","0,19 €","74,18 €"
2017 06 19,"AB ,,Žemaitijos pienas"" PVA (ISIN LT0000121865)",910,"1.446,90 €","1,82 €","1.350,17 €"
2017 06 20,"AB ,,Rokiškio sūris"" PVA (ISIN LT0000100372)",500,"1.150,00 €","2,88 €","1.102,75 €"
2017 06 20,"AB ,,Rokiškio sūris"" PVA (ISIN LT0000100372)",200,"460,00 €","1,15 €","441,10 €"
2017 06 20,"AB ,,Rokiškio sūris"" PVA (ISIN LT0000100372)",200,"460,00 €","1,15 €","346,27 €"
2017 06 20,"AB ,,Rokiškio sūris"" PVA (ISIN LT0000100372)",200,"460,00 €","1,15 €","441,15 €"
2017 06 20,"AB ,,Rokiškio sūris"" PVA (ISIN LT0000100372)",100,"230,00 €","0,57 €","220,74 €"
2017 06 21,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"458,00 €","1,15 €","472,18 €"
2017 06 21,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",231,"105,80 €","0,26 €","108,81 €"
2017 06 21,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"458,00 €","1,15 €","470,86 €"
2017 06 21,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",2100,"961,80 €","2,40 €","988,81 €"
2017 06 21,JSC Latvijas Gaze (ISIN LV0000100899),700,"6.685,00 €","16,71 €","6.296,71 €"
2017 06 27,JSC Grindeks (ISIN LV0000100659),250,"1.645,00 €","4,11 €","1.458,38 €"
2017 06 28,JSC Grindeks (ISIN LV0000100659),100,"689,00 €","2,00 €","629,57 €"
2017 06 28,JSC Grindeks (ISIN LV0000100659),62,"427,18 €","0,79 €","390,33 €"
2017 06 28,JSC Grindeks (ISIN LV0000100659),7,"47,95 €","2,00 €","44,07 €"
2017 06 28,JSC Grindeks (ISIN LV0000100659),850,"5.805,50 €","14,51 €","5.323,37 €"
2017 06 28,JSC Grindeks (ISIN LV0000100659),50,"341,50 €","0,85 €","314,78 €"
2017 06 28,JSC Grindeks (ISIN LV0000100659),100,"662,00 €","2,00 €","584,45 €"
2017 06 28,JSC Grindeks (ISIN LV0000100659),150,"1.024,50 €","2,57 €","944,36 €"
2017 06 28,JSC Grindeks (ISIN LV0000100659),300,"1.986,00 €","4,62 €","1.753,86 €"
2017 06 28,JSC Grindeks (ISIN LV0000100659),226,"1.548,10 €","1,99 €","1.426,56 €"
2017 06 29,JSC Grindeks (ISIN LV0000100659),400,"2.840,00 €","7,10 €","2.790,96 €"
2017 06 29,JSC Grindeks (ISIN LV0000100659),140,"994,00 €","2,49 €","968,42 €"
2017 06 30,JSC Valmieras stikla skiedra (ISIN LV0000100485),86,"288,10 €","2,00 €","287,43 €"
2017 07 03,JSC Valmieras stikla skiedra (ISIN LV0000100485),10,"33,50 €","0,00 €","33,47 €"
2017 07 05,JSC Valmieras stikla skiedra (ISIN LV0000100485),380,"1.284,40 €","3,21 €","1.264,50 €"
2017 07 05,JSC Valmieras stikla skiedra (ISIN LV0000100485),100,"335,00 €","0,00 €","333,82 €"
2017 07 05,JSC Valmieras stikla skiedra (ISIN LV0000100485),570,"1.926,60 €","4,82 €","1.897,13 €"
2017 07 05,JSC Valmieras stikla skiedra (ISIN LV0000100485),104,"348,40 €","0,51 €","345,28 €"
2017 07 11,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"463,00 €","2,00 €","472,18 €"
2017 07 13,JSC Olainfarm (ISIN LV0000100501),100,"1.100,00 €","2,75 €","1.072,68 €"
2017 07 18,"AB ,,Vilkyškių pieninė"" PVA (ISIN LT0000127508)",550,"1.771,00 €","4,43 €","1.692,72 €"
2017 07 18,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",272,"124,58 €","2,00 €","128,43 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",750,"343,50 €","0,86 €","348,28 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",250,"114,50 €","0,28 €","116,23 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"458,00 €","1,15 €","462,39 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",500,"229,00 €","0,57 €","231,00 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"458,00 €","1,14 €","468,39 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"458,00 €","0,91 €","472,18 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",266,"121,83 €","0,00 €","125,60 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",34,"15,57 €","0,00 €","16,05 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",966,"442,43 €","0,00 €","456,12 €"
2017 07 19,JSC SAF Tehnika (ISIN LV0000101129),100,"528,00 €","0,64 €","481,37 €"
2017 07 19,JSC SAF Tehnika (ISIN LV0000101129),100,"528,00 €","2,00 €","483,03 €"
2017 07 19,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",750,"343,50 €","0,86 €","346,66 €"
2017 07 19,JSC Valmieras stikla skiedra (ISIN LV0000100485),250,"860,00 €","0,95 €","814,00 €"
2017 07 19,JSC Valmieras stikla skiedra (ISIN LV0000100485),93,"319,92 €","2,00 €","306,44 €"
2017 07 20,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",200,"91,60 €","0,23 €","92,63 €"
2017 07 20,JSC SAF Tehnika (ISIN LV0000101129),42,"221,76 €","0,55 €","202,53 €"
2017 07 20,JSC SAF Tehnika (ISIN LV0000101129),58,"306,24 €","0,77 €","279,68 €"
2017 07 20,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",800,"366,40 €","0,92 €","369,88 €"
2017 07 20,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",981,"449,30 €","1,12 €","449,84 €"
2017 07 24,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",443,"202,89 €","0,51 €","200,29 €"
2017 07 24,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",500,"229,00 €","0,57 €","226,07 €"
2017 07 24,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"458,00 €","0,36 €","452,13 €"
2017 07 24,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",1000,"458,00 €","0,00 €","454,89 €"
2017 07 24,"AB ,,Klaipėdos nafta"" PVA (ISIN LT0000111650)",57,"26,11 €","2,00 €","25,94 €"
2017 07 24,JSC Grindeks (ISIN LV0000100659),100,"839,00 €","2,10 €","811,02 €"
2017 07 25,JSC Rigas kugu buvetava (ISIN LV0000100378),2000,"626,00 €","0,35 €","820,05 €"
2017 07 25,JSC Rigas kugu buvetava (ISIN LV0000100378),1000,"313,00 €","2,00 €","409,97 €"
2017 07 27,"AB ,,Vilkyškių pieninė"" PVA (ISIN LT0000127508)",100,"324,00 €","2,00 €","322,00 €"
2017 07 28,JSC Valmieras stikla skiedra (ISIN LV0000100485),300,"1.077,00 €","2,69 €","1.014,30 €"
2017 08 01,JSC Valmieras stikla skiedra (ISIN LV0000100485),50,"185,00 €","2,00 €","178,17 €"
2017 08 01,JSC Valmieras stikla skiedra (ISIN LV0000100485),215,"795,50 €","0,45 €","764,56 €"
